id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
4637,29,blue-collar,single,secondary,no,559,yes,no,unknown,3,jun,198,1,-1,0,unknown,0
4638,39,admin.,single,secondary,no,431,yes,no,unknown,6,jun,77,3,-1,0,unknown,0
4639,40,technician,married,secondary,no,816,no,no,cellular,19,nov,102,3,-1,0,unknown,0
4640,49,management,married,tertiary,no,9609,no,no,cellular,21,nov,875,2,-1,0,unknown,0
4641,28,technician,single,tertiary,no,989,yes,no,cellular,7,apr,762,2,-1,0,unknown,0
4642,49,management,married,tertiary,no,828,no,no,cellular,3,jun,208,1,-1,0,unknown,1
4643,34,management,married,tertiary,no,1806,no,no,cellular,24,mar,135,2,-1,0,unknown,1
4644,39,self-employed,married,unknown,no,3404,yes,no,unknown,20,may,180,1,-1,0,unknown,0
4645,34,management,married,tertiary,no,0,no,no,cellular,6,aug,129,6,-1,0,unknown,0
4646,27,blue-collar,single,secondary,no,3675,no,no,unknown,3,jun,1012,1,-1,0,unknown,0
4647,27,management,married,tertiary,no,997,no,no,cellular,22,feb,226,2,-1,0,unknown,1
4648,30,technician,single,tertiary,no,0,no,no,cellular,29,aug,63,2,-1,0,unknown,0
4649,20,admin.,single,secondary,no,124,yes,no,unknown,27,may,121,1,-1,0,unknown,0
4650,54,technician,married,secondary,no,0,no,no,cellular,19,aug,122,4,-1,0,unknown,0
4651,40,technician,single,secondary,no,1423,no,no,unknown,28,may,651,2,-1,0,unknown,0
4652,32,blue-collar,married,secondary,no,618,yes,no,cellular,18,may,651,2,356,1,failure,0
4653,47,admin.,married,secondary,no,-5,no,no,cellular,19,aug,137,2,-1,0,unknown,0
4654,29,services,single,secondary,no,743,yes,yes,cellular,17,apr,670,3,-1,0,unknown,1
4655,44,blue-collar,married,secondary,no,3990,yes,no,unknown,15,may,617,1,-1,0,unknown,0
4656,32,unemployed,single,secondary,no,1259,yes,no,cellular,28,jan,82,2,-1,0,unknown,0
4657,41,blue-collar,married,secondary,no,892,yes,no,unknown,14,may,133,1,-1,0,unknown,0
4658,30,blue-collar,divorced,secondary,no,-135,yes,no,cellular,18,may,15,11,-1,0,unknown,0
4659,43,technician,married,secondary,no,917,no,no,cellular,29,jul,389,2,-1,0,unknown,0
4660,49,services,married,primary,no,393,yes,no,unknown,12,may,147,1,-1,0,unknown,0
4661,33,admin.,single,secondary,no,47,yes,no,cellular,18,nov,536,1,182,3,failure,0
4662,38,technician,married,secondary,no,438,yes,yes,unknown,29,may,178,2,-1,0,unknown,0
4663,41,technician,single,secondary,no,3234,no,no,cellular,18,nov,578,1,-1,0,unknown,1
4664,27,management,single,tertiary,no,614,no,no,cellular,28,jan,267,2,-1,0,unknown,0
4665,32,management,single,tertiary,no,1511,yes,no,cellular,4,may,520,4,-1,0,unknown,0
4666,45,services,married,secondary,no,0,no,no,cellular,31,jul,85,4,-1,0,unknown,0
4667,35,technician,divorced,tertiary,no,728,yes,no,unknown,26,may,113,2,-1,0,unknown,0
4668,28,blue-collar,single,secondary,no,1210,yes,no,cellular,18,may,543,3,-1,0,unknown,0
4669,29,blue-collar,married,secondary,no,-19,no,yes,cellular,10,jul,123,1,-1,0,unknown,0
4670,46,management,married,tertiary,no,3649,yes,yes,cellular,21,nov,532,1,155,1,failure,0
4671,32,management,married,tertiary,no,668,no,no,cellular,25,aug,561,6,-1,0,unknown,0
4672,36,technician,married,secondary,no,1221,no,yes,cellular,8,aug,67,2,-1,0,unknown,0
4673,49,technician,single,secondary,no,4667,yes,no,unknown,19,may,130,1,-1,0,unknown,0
4674,53,unemployed,divorced,secondary,no,2137,no,no,cellular,30,jan,645,1,-1,0,unknown,0
4675,33,entrepreneur,married,primary,no,1348,yes,no,cellular,8,may,89,1,-1,0,unknown,0
4676,59,self-employed,married,secondary,no,0,no,no,telephone,6,feb,122,4,-1,0,unknown,0
4677,34,admin.,married,secondary,no,49,yes,no,unknown,9,may,151,2,-1,0,unknown,0
4678,49,admin.,married,secondary,no,1040,yes,no,cellular,17,nov,1204,3,-1,0,unknown,1
4679,35,services,married,secondary,no,0,yes,no,cellular,21,jul,171,1,-1,0,unknown,0
4680,58,admin.,divorced,secondary,no,651,yes,no,unknown,28,may,109,2,-1,0,unknown,0
4681,57,management,married,secondary,no,5969,no,no,unknown,6,jun,138,2,-1,0,unknown,0
4682,57,management,married,tertiary,no,8141,no,no,cellular,20,nov,881,4,-1,0,unknown,0
4683,30,management,married,tertiary,no,3395,no,no,cellular,14,aug,102,2,-1,0,unknown,0
4684,31,management,single,tertiary,no,537,yes,no,cellular,29,jan,207,2,-1,0,unknown,0
4685,33,technician,married,secondary,no,2540,yes,no,unknown,29,may,143,1,-1,0,unknown,0
4686,42,blue-collar,married,secondary,no,0,no,no,cellular,29,aug,64,2,-1,0,unknown,0
4687,34,management,married,tertiary,no,71,yes,no,cellular,12,aug,935,2,-1,0,unknown,0
4688,32,blue-collar,married,secondary,no,881,yes,no,cellular,14,may,7,8,-1,0,unknown,0
4689,40,blue-collar,married,secondary,no,53,no,no,cellular,19,nov,651,3,-1,0,unknown,0
4690,33,entrepreneur,married,secondary,no,0,yes,no,telephone,15,jul,114,4,-1,0,unknown,0
4691,34,blue-collar,divorced,secondary,no,3798,yes,no,unknown,2,jun,21,1,-1,0,unknown,0
4692,39,services,single,unknown,no,461,no,no,unknown,16,jun,73,1,-1,0,unknown,0
4693,34,services,married,secondary,no,991,yes,no,cellular,14,may,297,3,-1,0,unknown,0
4694,31,technician,single,tertiary,no,-2,no,no,cellular,21,aug,123,2,-1,0,unknown,0
4695,42,management,married,tertiary,no,1124,yes,no,unknown,29,may,74,1,-1,0,unknown,0
4696,53,services,married,secondary,no,2009,no,no,unknown,20,jun,446,1,-1,0,unknown,0
4697,55,blue-collar,married,primary,no,0,no,no,cellular,20,nov,58,4,-1,0,unknown,0
4698,34,admin.,married,secondary,no,1011,yes,yes,cellular,17,apr,391,2,-1,0,unknown,0
4699,35,management,married,tertiary,no,524,yes,yes,unknown,5,may,50,1,-1,0,unknown,0
4700,39,services,married,secondary,no,627,yes,no,unknown,8,may,198,2,-1,0,unknown,0
4701,37,admin.,single,secondary,no,4874,yes,no,cellular,11,may,723,1,172,1,failure,0
4702,38,technician,single,secondary,no,3264,yes,no,cellular,17,apr,496,1,-1,0,unknown,0
4703,32,blue-collar,married,secondary,no,-19,yes,no,unknown,23,may,115,3,-1,0,unknown,0
4704,84,retired,married,primary,no,1128,no,no,telephone,12,mar,121,1,-1,0,unknown,0
4705,30,technician,single,secondary,no,641,no,no,cellular,21,aug,130,2,-1,0,unknown,0
4706,35,technician,married,secondary,no,1066,no,yes,cellular,8,jul,844,1,-1,0,unknown,1
4707,45,technician,divorced,secondary,no,3899,no,no,cellular,28,jan,88,2,-1,0,unknown,0
4708,56,unemployed,married,primary,no,438,no,no,telephone,2,feb,151,1,-1,0,unknown,0
4709,35,technician,married,secondary,no,1467,yes,no,cellular,12,aug,142,2,-1,0,unknown,0
4710,31,management,married,tertiary,no,6,no,no,cellular,25,aug,71,4,-1,0,unknown,0
4711,32,services,married,secondary,no,-32,yes,no,cellular,12,may,610,2,365,1,failure,1
4712,37,technician,married,secondary,no,596,yes,yes,cellular,8,may,491,1,-1,0,unknown,0
4713,53,technician,married,secondary,no,-196,no,yes,cellular,20,aug,82,2,-1,0,unknown,0
4714,35,management,single,tertiary,no,814,yes,no,cellular,5,may,91,1,-1,0,unknown,0
4715,45,services,divorced,secondary,no,759,no,no,cellular,4,feb,275,1,-1,0,unknown,0
4716,47,blue-collar,married,unknown,no,985,no,no,cellular,29,aug,544,7,-1,0,unknown,0
4717,32,technician,single,secondary,no,30,no,no,unknown,17,jun,657,12,-1,0,unknown,1
4718,72,retired,married,primary,no,755,no,no,telephone,28,dec,367,3,-1,0,unknown,1
4719,46,management,married,tertiary,no,5110,no,no,cellular,11,aug,489,4,-1,0,unknown,1
4720,40,management,married,tertiary,no,1393,yes,no,cellular,12,may,103,2,-1,0,unknown,0
4721,33,admin.,married,tertiary,no,431,yes,yes,unknown,21,may,1045,1,-1,0,unknown,1
4722,48,blue-collar,married,primary,no,805,no,no,cellular,5,aug,611,1,-1,0,unknown,1
4723,52,services,married,unknown,no,37,no,no,unknown,17,jun,78,12,-1,0,unknown,0
4724,35,management,single,tertiary,no,10177,yes,no,cellular,18,may,54,1,179,5,failure,0
4725,37,admin.,divorced,secondary,no,-267,yes,no,unknown,6,may,136,2,-1,0,unknown,0
4726,41,blue-collar,married,tertiary,no,1315,yes,no,cellular,19,nov,118,2,-1,0,unknown,0
4727,30,technician,single,tertiary,no,890,no,no,cellular,5,feb,483,1,-1,0,unknown,1
4728,45,admin.,married,secondary,no,1633,no,no,cellular,5,aug,618,3,-1,0,unknown,1
4729,25,management,single,tertiary,no,517,no,no,cellular,13,sep,219,2,-1,0,unknown,0
4730,45,blue-collar,married,primary,no,36,no,no,unknown,19,jun,73,4,-1,0,unknown,0
4731,26,unemployed,single,secondary,no,478,yes,no,unknown,7,may,67,1,-1,0,unknown,0
4732,30,student,single,secondary,no,20,yes,no,unknown,8,may,181,1,-1,0,unknown,0
4733,40,housemaid,married,secondary,no,697,no,no,cellular,18,nov,638,5,-1,0,unknown,1
4734,49,technician,married,secondary,no,775,yes,no,unknown,6,may,588,3,-1,0,unknown,0
4735,44,blue-collar,married,secondary,no,1891,yes,no,unknown,15,may,128,2,-1,0,unknown,0
4736,39,entrepreneur,married,tertiary,no,973,no,no,cellular,1,jun,588,3,-1,0,unknown,0
4737,59,technician,married,secondary,no,0,yes,no,cellular,12,may,129,2,-1,0,unknown,0
4738,50,management,married,secondary,no,-1036,yes,no,cellular,29,jul,63,4,-1,0,unknown,0
4739,40,services,married,secondary,no,0,no,no,unknown,5,jun,138,2,-1,0,unknown,0
4740,35,blue-collar,married,secondary,no,7983,yes,no,unknown,21,may,206,1,-1,0,unknown,0
4741,54,entrepreneur,married,tertiary,no,782,no,no,cellular,24,nov,489,3,-1,0,unknown,1
4742,35,management,married,tertiary,no,0,yes,no,telephone,23,jul,293,9,-1,0,unknown,0
4743,63,retired,married,tertiary,no,2850,no,no,cellular,18,feb,112,2,183,1,success,0
4744,32,blue-collar,married,primary,no,1259,yes,no,unknown,16,may,50,2,-1,0,unknown,0
4745,31,management,single,tertiary,no,535,no,no,cellular,22,aug,1409,2,-1,0,unknown,1
4746,45,services,married,tertiary,no,833,yes,no,cellular,8,may,212,4,-1,0,unknown,0
4747,37,blue-collar,single,secondary,no,0,yes,no,cellular,11,may,106,3,-1,0,unknown,0
4748,40,admin.,divorced,secondary,no,1718,yes,no,unknown,17,jun,73,2,-1,0,unknown,0
4749,42,management,married,tertiary,no,0,no,no,cellular,28,aug,80,7,-1,0,unknown,0
4750,35,management,married,tertiary,no,876,yes,yes,cellular,21,nov,103,1,-1,0,unknown,0
4751,35,technician,married,secondary,no,2481,no,no,cellular,12,aug,585,2,-1,0,unknown,1
4752,33,services,married,secondary,no,449,yes,no,cellular,14,may,17,1,175,1,failure,0
4753,38,blue-collar,single,tertiary,no,14058,no,no,cellular,5,aug,265,19,-1,0,unknown,0
4754,35,blue-collar,married,tertiary,no,3944,yes,no,cellular,17,nov,517,2,167,1,other,0
4755,31,blue-collar,single,secondary,no,-204,yes,no,unknown,9,may,192,2,-1,0,unknown,0
4756,44,entrepreneur,married,unknown,no,12,yes,no,cellular,16,jul,91,1,-1,0,unknown,0
4757,33,blue-collar,single,secondary,no,-95,yes,no,unknown,27,may,133,3,-1,0,unknown,0
4758,57,retired,married,secondary,no,1718,no,yes,unknown,18,jun,81,1,-1,0,unknown,0
4759,32,management,single,tertiary,no,547,yes,no,cellular,7,aug,124,2,-1,0,unknown,0
4760,32,management,married,tertiary,no,9,no,no,cellular,28,aug,81,16,-1,0,unknown,0
4761,30,management,single,tertiary,no,1619,no,no,cellular,5,feb,229,2,-1,0,unknown,1
4762,32,technician,single,tertiary,no,589,yes,no,cellular,8,apr,522,2,-1,0,unknown,1
4763,31,technician,married,secondary,no,1027,yes,no,unknown,28,may,145,2,-1,0,unknown,0
4764,33,blue-collar,married,primary,no,536,yes,no,unknown,20,may,179,1,-1,0,unknown,0
4765,46,technician,married,secondary,no,-13,no,no,unknown,28,may,175,2,-1,0,unknown,0
4766,45,admin.,married,secondary,no,17,yes,no,cellular,4,feb,76,1,-1,0,unknown,0
4767,53,technician,married,secondary,no,192,no,yes,cellular,22,jul,612,3,-1,0,unknown,0
4768,30,self-employed,single,tertiary,no,717,yes,no,unknown,6,jun,124,9,-1,0,unknown,0
4769,44,services,married,secondary,no,2116,no,no,cellular,7,aug,85,2,-1,0,unknown,0
4770,41,admin.,divorced,secondary,no,-297,yes,no,unknown,26,may,159,1,-1,0,unknown,0
4771,43,technician,single,secondary,no,1568,yes,no,telephone,20,apr,14,5,-1,0,unknown,0
4772,37,management,married,tertiary,no,0,yes,no,cellular,9,jul,72,1,-1,0,unknown,0
4773,27,admin.,married,secondary,yes,-18,yes,no,cellular,23,jul,89,2,-1,0,unknown,0
4774,34,blue-collar,married,primary,no,1536,yes,yes,unknown,26,may,22,7,-1,0,unknown,0
4775,40,blue-collar,married,primary,no,1293,yes,no,unknown,14,may,566,3,-1,0,unknown,0
4776,46,blue-collar,married,secondary,no,551,no,no,cellular,7,may,696,2,-1,0,unknown,1
4777,34,entrepreneur,single,tertiary,no,1017,no,no,cellular,7,aug,885,1,-1,0,unknown,1
4778,32,technician,married,secondary,no,-2,no,no,cellular,22,aug,111,4,-1,0,unknown,0
4779,48,admin.,divorced,secondary,no,557,no,no,unknown,11,jun,578,1,-1,0,unknown,0
4780,47,admin.,married,secondary,no,566,yes,no,unknown,7,may,511,2,-1,0,unknown,0
4781,39,blue-collar,married,secondary,no,567,yes,no,unknown,21,may,483,4,-1,0,unknown,0
4782,31,technician,single,secondary,no,1852,yes,no,unknown,20,may,142,2,-1,0,unknown,0
4783,36,technician,single,tertiary,no,3528,no,no,cellular,25,feb,825,2,204,2,success,0
4784,36,blue-collar,married,secondary,no,0,no,no,unknown,6,jun,150,2,-1,0,unknown,0
4785,36,admin.,divorced,secondary,no,356,yes,no,cellular,12,may,692,4,172,4,failure,0
4786,39,technician,single,secondary,no,0,yes,no,unknown,19,may,180,1,-1,0,unknown,0
4787,30,admin.,divorced,secondary,no,2,yes,no,unknown,26,may,160,5,-1,0,unknown,0
4788,59,technician,single,tertiary,yes,-742,yes,yes,unknown,27,may,123,6,-1,0,unknown,0
4789,51,admin.,married,secondary,no,-1379,yes,yes,unknown,2,jun,144,7,-1,0,unknown,0
4790,51,blue-collar,married,secondary,no,3546,yes,no,cellular,28,jul,477,2,-1,0,unknown,0
4791,28,technician,single,secondary,no,1177,yes,no,unknown,28,may,124,1,-1,0,unknown,0
4792,38,technician,married,secondary,no,717,no,no,cellular,12,aug,111,2,-1,0,unknown,0
4793,21,self-employed,single,tertiary,no,552,no,no,cellular,11,oct,158,1,-1,0,unknown,0
4794,27,admin.,single,tertiary,no,616,no,no,cellular,30,apr,489,2,-1,0,unknown,1
4795,36,unemployed,married,tertiary,no,1561,no,no,cellular,28,may,489,2,-1,0,unknown,1
4796,37,blue-collar,married,primary,no,0,no,no,unknown,12,may,136,2,-1,0,unknown,0
4797,54,blue-collar,married,unknown,no,2111,yes,yes,unknown,26,may,130,1,-1,0,unknown,0
4798,29,management,single,tertiary,no,25,yes,no,unknown,12,may,50,1,-1,0,unknown,0
4799,37,technician,divorced,secondary,no,37,no,yes,cellular,17,jul,150,2,-1,0,unknown,0
4800,52,housemaid,married,unknown,no,5,no,no,cellular,13,aug,88,2,-1,0,unknown,0
4801,50,blue-collar,married,secondary,no,183,no,no,cellular,8,aug,63,2,-1,0,unknown,0
4802,47,technician,married,secondary,no,565,no,no,cellular,26,aug,163,2,-1,0,unknown,0
4803,43,management,married,tertiary,no,583,no,no,cellular,5,aug,558,1,-1,0,unknown,1
4804,73,retired,married,primary,no,658,no,no,cellular,27,oct,138,1,-1,0,unknown,1
4805,57,management,married,tertiary,no,2725,no,no,cellular,4,aug,131,2,88,5,other,0
4806,49,blue-collar,divorced,primary,no,2227,no,no,unknown,18,jun,98,3,-1,0,unknown,0
4807,46,technician,divorced,secondary,no,9051,yes,no,cellular,31,jul,100,4,-1,0,unknown,0
4808,38,blue-collar,married,primary,no,757,no,no,cellular,20,apr,1010,3,325,3,failure,0
4809,57,management,married,tertiary,no,0,yes,no,cellular,8,may,88,3,368,1,failure,0
4810,59,entrepreneur,divorced,tertiary,no,0,no,no,cellular,5,feb,1082,1,-1,0,unknown,0
4811,30,unemployed,single,tertiary,no,616,no,no,cellular,5,feb,124,1,-1,0,unknown,0
4812,33,admin.,single,tertiary,no,976,yes,no,cellular,7,may,711,3,351,2,failure,0
4813,31,blue-collar,married,primary,no,-173,yes,no,cellular,18,may,197,3,-1,0,unknown,0
4814,47,technician,married,secondary,no,2001,yes,no,unknown,28,may,488,1,-1,0,unknown,0
4815,32,services,married,secondary,no,393,yes,no,unknown,3,jun,135,2,-1,0,unknown,0
4816,40,services,married,secondary,no,1735,yes,no,unknown,2,jun,358,3,-1,0,unknown,0
4817,30,management,single,tertiary,no,0,yes,no,unknown,15,may,159,2,-1,0,unknown,0
4818,34,blue-collar,married,secondary,no,17056,yes,no,unknown,23,may,213,3,-1,0,unknown,0
4819,28,admin.,married,secondary,no,-232,yes,no,unknown,12,may,152,4,-1,0,unknown,0
4820,51,blue-collar,married,primary,no,658,yes,no,unknown,6,may,166,2,-1,0,unknown,0
4821,50,self-employed,married,secondary,no,1538,no,no,cellular,29,jul,935,2,-1,0,unknown,0
4822,40,management,single,secondary,no,1609,yes,no,unknown,30,may,288,2,-1,0,unknown,0
4823,43,services,married,secondary,no,983,no,no,cellular,7,jul,97,1,-1,0,unknown,0
4824,37,housemaid,married,secondary,no,668,no,no,cellular,18,aug,553,3,-1,0,unknown,0
4825,31,blue-collar,single,secondary,no,1820,yes,no,cellular,4,feb,133,2,-1,0,unknown,0
4826,29,admin.,single,secondary,no,690,no,no,cellular,5,feb,75,1,-1,0,unknown,0
4827,44,technician,married,secondary,no,905,yes,no,cellular,11,may,712,2,-1,0,unknown,1
4828,57,management,married,tertiary,no,2950,no,no,cellular,14,apr,566,4,-1,0,unknown,0
4829,31,unemployed,married,secondary,no,1,yes,no,cellular,18,may,48,4,-1,0,unknown,0
4830,51,management,single,tertiary,no,574,yes,no,cellular,20,apr,51,1,-1,0,unknown,0
4831,59,retired,divorced,secondary,no,14,yes,yes,unknown,26,may,114,1,-1,0,unknown,0
4832,42,unemployed,single,secondary,no,0,yes,no,cellular,9,feb,21,9,-1,0,unknown,0
4833,37,admin.,single,secondary,no,581,no,yes,cellular,21,nov,1108,1,-1,0,unknown,0
4834,31,blue-collar,married,secondary,no,-287,yes,no,cellular,11,may,121,1,300,1,failure,0
4835,40,management,married,tertiary,no,2611,yes,no,cellular,13,may,605,4,-1,0,unknown,0
4836,41,blue-collar,married,secondary,no,1423,yes,no,cellular,20,apr,7,5,-1,0,unknown,0
4837,42,services,single,unknown,no,2549,no,no,cellular,3,jul,1058,1,-1,0,unknown,1
4838,36,management,single,tertiary,no,1116,yes,yes,cellular,14,jul,111,3,-1,0,unknown,0
4839,46,services,married,secondary,no,196,yes,no,unknown,20,may,518,1,-1,0,unknown,0
4840,26,student,single,tertiary,no,10086,no,no,cellular,30,apr,486,2,-1,0,unknown,1
4841,42,technician,married,secondary,no,0,no,no,cellular,21,aug,203,2,-1,0,unknown,0
4842,37,management,married,tertiary,no,11385,yes,no,cellular,2,sep,139,1,-1,0,unknown,1
4843,30,self-employed,single,tertiary,no,756,no,no,cellular,17,nov,511,1,-1,0,unknown,0
4844,40,services,single,secondary,no,-32,no,yes,cellular,23,jul,124,1,-1,0,unknown,0
4845,60,technician,married,secondary,no,0,no,no,cellular,27,aug,67,4,-1,0,unknown,0
4846,35,blue-collar,married,primary,no,706,yes,no,unknown,30,may,100,5,-1,0,unknown,0
4847,51,management,married,tertiary,no,-218,yes,yes,cellular,13,aug,102,1,-1,0,unknown,0
4848,58,management,married,tertiary,no,867,no,no,cellular,21,nov,60,1,-1,0,unknown,0
4849,44,admin.,divorced,secondary,no,1322,yes,no,unknown,20,may,129,2,-1,0,unknown,0
4850,53,retired,married,secondary,no,2917,no,no,cellular,26,may,526,1,-1,0,unknown,0
4851,41,admin.,married,secondary,no,879,yes,no,cellular,7,jul,80,2,-1,0,unknown,0
4852,39,management,married,tertiary,no,437,yes,no,unknown,8,may,142,2,-1,0,unknown,0
4853,34,technician,married,secondary,no,-637,yes,yes,cellular,7,jul,163,3,-1,0,unknown,0
4854,31,technician,single,tertiary,no,1301,no,no,cellular,5,feb,88,1,-1,0,unknown,0
4855,32,blue-collar,married,primary,no,4176,yes,no,unknown,21,may,705,1,-1,0,unknown,0
4856,39,services,married,secondary,no,1091,no,no,cellular,29,jan,67,3,-1,0,unknown,0
4857,47,services,married,secondary,no,811,yes,yes,cellular,11,aug,114,2,-1,0,unknown,0
4858,51,management,single,tertiary,no,764,yes,yes,telephone,24,jul,859,1,-1,0,unknown,0
4859,33,technician,single,tertiary,no,2169,no,no,cellular,19,nov,182,1,-1,0,unknown,0
4860,41,blue-collar,married,unknown,no,1841,no,no,unknown,17,jun,871,4,-1,0,unknown,0
4861,41,unemployed,married,primary,yes,2262,no,no,cellular,28,jan,42,1,-1,0,unknown,0
4862,47,unknown,married,tertiary,no,699,no,no,unknown,26,jun,626,1,-1,0,unknown,0
4863,44,blue-collar,divorced,primary,no,1078,yes,no,unknown,12,may,8,12,-1,0,unknown,0
4864,44,management,married,tertiary,no,-92,yes,yes,cellular,15,jul,126,5,-1,0,unknown,0
4865,32,technician,married,secondary,no,0,no,no,cellular,29,aug,55,2,-1,0,unknown,0
4866,42,admin.,married,secondary,no,1539,yes,no,cellular,17,nov,111,2,-1,0,unknown,0
4867,51,services,married,secondary,no,-1,yes,no,unknown,6,may,152,1,-1,0,unknown,0
4868,32,blue-collar,married,secondary,no,782,yes,no,unknown,5,may,93,2,-1,0,unknown,0
4869,32,management,married,tertiary,no,0,yes,no,cellular,18,nov,82,3,-1,0,unknown,0
4870,38,blue-collar,married,secondary,no,1230,yes,no,unknown,2,jun,198,4,-1,0,unknown,0
4871,49,blue-collar,married,primary,no,-7,yes,yes,telephone,20,apr,22,3,-1,0,unknown,0
4872,21,student,single,secondary,no,722,yes,no,unknown,20,apr,12,1,-1,0,unknown,0
4873,46,technician,married,secondary,no,0,no,no,cellular,19,aug,95,4,-1,0,unknown,0
4874,57,retired,married,primary,no,506,no,no,cellular,3,nov,193,1,-1,0,unknown,1
4875,47,management,married,tertiary,no,819,no,no,unknown,11,jun,316,2,-1,0,unknown,0
4876,30,blue-collar,married,secondary,no,1498,yes,no,cellular,18,may,124,3,-1,0,unknown,0
4877,57,retired,single,secondary,no,-639,yes,no,unknown,19,may,153,1,-1,0,unknown,0
4878,48,blue-collar,married,primary,no,1064,no,no,telephone,31,jul,82,2,-1,0,unknown,0
4879,58,services,married,secondary,no,816,no,no,telephone,30,jan,515,3,-1,0,unknown,0
4880,32,management,married,secondary,no,519,no,no,cellular,21,aug,70,4,-1,0,unknown,0
4881,49,management,married,tertiary,no,0,yes,no,unknown,29,may,166,2,-1,0,unknown,0
4882,30,management,single,secondary,no,317,yes,no,cellular,17,jul,775,1,-1,0,unknown,0
4883,36,technician,single,secondary,no,2344,yes,no,cellular,15,may,1041,1,-1,0,unknown,1
4884,53,blue-collar,married,secondary,no,-219,yes,yes,unknown,12,may,211,3,-1,0,unknown,0
4885,39,services,married,primary,no,1277,yes,yes,cellular,23,sep,533,3,184,1,success,0
4886,36,self-employed,married,tertiary,no,-547,no,yes,cellular,22,jul,117,1,-1,0,unknown,0
4887,28,blue-collar,single,secondary,no,-15,yes,no,unknown,9,may,90,3,-1,0,unknown,0
4888,34,technician,single,secondary,no,2344,yes,yes,cellular,14,aug,83,2,-1,0,unknown,0
4889,49,blue-collar,married,secondary,no,0,yes,no,unknown,29,may,184,1,-1,0,unknown,0
4890,30,management,married,secondary,no,2685,yes,no,cellular,19,nov,124,6,-1,0,unknown,0
4891,64,management,married,tertiary,no,4692,no,no,cellular,8,sep,479,2,184,1,success,1
4892,47,admin.,married,secondary,no,2064,no,no,cellular,11,aug,89,1,-1,0,unknown,0
4893,31,technician,divorced,secondary,no,0,yes,no,cellular,18,aug,73,4,-1,0,unknown,0
4894,38,management,married,tertiary,no,1199,no,no,cellular,24,jul,1040,11,-1,0,unknown,1
4895,38,blue-collar,married,secondary,no,-212,yes,no,unknown,20,may,76,4,-1,0,unknown,0
4896,34,blue-collar,married,primary,no,25,yes,no,unknown,14,may,88,3,-1,0,unknown,0
4897,41,blue-collar,married,primary,no,1683,yes,no,unknown,9,may,174,2,-1,0,unknown,0
4898,35,management,married,tertiary,no,925,no,no,unknown,11,jun,67,1,-1,0,unknown,0
4899,42,technician,divorced,secondary,no,-113,no,no,cellular,29,jul,73,4,-1,0,unknown,0
4900,43,technician,married,tertiary,no,692,no,yes,cellular,8,aug,87,3,-1,0,unknown,0
4901,58,technician,married,tertiary,no,1603,no,no,unknown,5,may,454,1,-1,0,unknown,0
4902,33,unemployed,single,secondary,yes,882,no,yes,cellular,26,aug,102,2,-1,0,unknown,0
4903,53,management,divorced,tertiary,no,27696,no,no,cellular,26,mar,135,1,-1,0,unknown,1
4904,39,management,married,tertiary,no,741,no,no,cellular,29,jan,79,1,-1,0,unknown,0
4905,55,retired,divorced,secondary,no,466,no,no,cellular,10,jul,109,1,-1,0,unknown,0
4906,51,technician,single,secondary,no,17092,no,no,unknown,9,jun,175,1,-1,0,unknown,0
4907,50,blue-collar,married,unknown,no,1545,yes,no,unknown,13,may,411,2,-1,0,unknown,0
4908,41,unemployed,married,unknown,no,1451,yes,no,cellular,30,apr,412,2,-1,0,unknown,1
4909,39,blue-collar,married,secondary,no,580,no,no,cellular,4,feb,539,5,-1,0,unknown,0
4910,60,housemaid,married,primary,no,1477,no,no,cellular,22,aug,615,3,-1,0,unknown,0
4911,39,management,married,tertiary,no,1403,no,no,cellular,21,nov,86,1,-1,0,unknown,0
4912,41,management,married,tertiary,no,0,yes,no,cellular,17,nov,120,1,-1,0,unknown,0
4913,33,technician,married,secondary,no,2278,yes,no,unknown,23,may,9,9,-1,0,unknown,0
4914,42,technician,married,secondary,no,1429,yes,no,cellular,17,nov,121,1,-1,0,unknown,0
4915,38,management,married,tertiary,no,491,yes,no,unknown,6,may,207,1,-1,0,unknown,0
4916,30,management,single,tertiary,no,0,no,no,cellular,7,aug,121,3,-1,0,unknown,0
4917,34,management,married,tertiary,no,-8,yes,no,unknown,27,may,81,4,-1,0,unknown,0
4918,35,entrepreneur,married,tertiary,no,-38,yes,no,cellular,18,nov,633,1,175,1,failure,0
4919,47,management,married,tertiary,no,3255,no,no,cellular,17,nov,554,2,-1,0,unknown,0
4920,40,management,single,tertiary,no,0,no,yes,cellular,21,nov,81,2,-1,0,unknown,0
4921,32,management,single,unknown,no,-1,yes,no,cellular,29,jul,81,2,-1,0,unknown,0
4922,32,blue-collar,married,primary,yes,0,yes,no,unknown,12,may,179,2,-1,0,unknown,0
4923,35,blue-collar,single,primary,no,2054,no,no,unknown,9,jun,493,2,-1,0,unknown,0
4924,35,blue-collar,married,secondary,no,830,yes,no,cellular,14,may,73,3,-1,0,unknown,0
4925,59,retired,married,primary,no,764,no,no,telephone,9,jul,498,2,-1,0,unknown,0
4926,38,services,married,secondary,no,28,yes,no,cellular,11,may,515,1,-1,0,unknown,0
4927,42,admin.,married,secondary,no,1347,yes,yes,unknown,7,may,103,1,-1,0,unknown,0
